review,sentiment
tools distributed builds currently use popular linux distros like ubuntu debian redhat etcfor example huge amount packages dependencies try compile new release distro takes lot time build one one heard distcc shares one project compilation servers distributed parallel building tool analyzes dependencies packages creates graph example creates schedule building packagelevel parallelism example packages p p p p  two servers one server builds p another p time dependent otherplease help examples projects used production,stability
need create pdf blank template despatch note terms conditions printed back page need merge template front page document many individual pdf despatch notes print email need run job batch job schedulerthank time,stability
wordpresslike web app every user needs dedicated server run gives database disk space cpu plus use custom domainthe service configure everything including containers software stack ssl routing zerodowntime app updates etc handle server lifecycles monitor health handle rollbacks basically fully automated devops infrastructurethere needs dashboard ui use manually things also api provision servers dynamically whenever user wants create upgrade cancel server using ui im providing something like exist know heroku handles although host multiple apps point git repo cant things like partial deploys slow rollout random subset instances top im looking dashboard ui help orchestrate manage large number app instances see list overview health theres nanoboxio closest thing ive found far cant get answer sales team company general seems like going fold moment recent glassdoor reviews good paas fulfill requirements reliable,stability
know stackexchange site asking help questions related software dont know right onei data ranges      x axis excel plots nodata values   dont want get excel basic thing profession world would expect simply plot portion graph data whatsoever,stability
need recommendation online website monitoring service like https wwwuptrendsde self hosted javascript heavy websites threejs  d canvas monitoring inform email website given url takes long fully load website dynamic relies d canvas criterion website fully loaded javascript part website runned successfully javascript adds special class body tag website appready website fully loaded body tag class appready website relies d canvas monitoring service run headless mode would need real browserdoes online monitoring service exist  https threejsorg examples #webgl interactive cubes threejs,stability
following use cases looking db tools  application deployment environments dev test prod database modification db create new colomn table insert new records made dev changes need made rest db environments based condition db schema created dev newly data populated automatically tables according relationships data types sample data enough developers need insert manually meaningless values fine column called client name value like sdgilksdgils need track db changesonce browsed found liquibase also datical redgate suitable requirements could possible tools prefer open source,stability
saas application users create host website using subdomainfor used lets encrypt wildcard certificate domain users chosen subdomain covered httpsso https mywebsitecom https user mywebsitecom working perfectlyalso managed allow users use custom domain example http userdomaincom working correctly tried point domain cname users ssl subdomain certificate marked invalidhow give ssl certificate custom domains users want give free lets encrypt certificate users,stability
want set collaborative document sharei want everyone able see documents copy create remixes want owners documents able edit documentsi tried using google drive coulnt make workany suggestions alternatives,stability
want create live stream website exact thing want  get user media browser  send server nodejs others  get server finally stream specific based registeration stuff users finally get stream browser play quality auto switch capability possible preferably hls anything else play html  video tag ive tried mediarecorder api problems are gives webm format compatible browsers idea stream live users appropriate manner example work hls  low browser support serious problem problems got solved way ive searched entire web im giving hope since cheap proper solution first sure find one im wondering isnt god damn way youtube facebook instagram others want something like youtube others cheapest possible ease coding implementation important,stability
besides features input sum features mean features minimum features etc deep neural networkdo useful dnnand convert time series data batch sum mean min etc time series data still contain time informationfor examplemy time series data like         convert data    every  values sum still time information still need train lstm,stability
basic requirement iptable server connect mail server   pops port  lot internal dmz servers     cannot connect mail server port want configure iptable server play nat proxy relay traffic     when configured iptables centos  rulesiptables nat prerouting     eth  p tcp tcp dport  j dnat todestination  iptables nat postrouting     p tcp tcp dport  j masqueradei really succeeded network forwardingbut upgrade iptable server internal dmz server centos cannot work well rule configurationthe internal servers connecting mail server give error message like bad file descriptorconnecterrno ipv forwarding enabled kernel selinux set permissive,stability
free software combine audios images videoi already tried looking tried lightworks alike softwares seem require much worki looking something simple press button join audio images video question asked,stability
openshot https wwwopenshotorg simple open source video editor support windows linux mac basic use cases include putting image video track audio track make play time shotcut https shotcutorg also nice video editor received   stars review form techradar https wwwtechradarcom reviews shotcut open source alternatives minimal simple two may include avidemux http avidemuxsourceforgenet hitfilm https fxhomecom hitfilmexpress movavi https wwwmovavicom videoeditor windows movie maker open source easily development official downloads discontinued features offered microsoft photos https wwwmicrosoftcom enus p microsoftphotos  wzdncrfjbhactivetabpivotoverviewtab open source either microsoft progressively open sourcing essential windows app like calculator https githubcom microsoft calculator,stability
im looking free software automate procedure android applicationat moment im using uipath community edition along bluestacks android emulator software gaming designing scripts automate im trying accomplish seems little tricky plus bluestacks comes rooted since device would mdm isnt option rooting device would make noncompliantspecifically im trying automate procedure daily reservation application already application involves selection day time day duration reservation performed tapping swiping select time day anybody suggestionthanks lot help,stability
want sync webfolders shared webserver cloud service automated process simply copy exisiting files deleting existing files source cloudunfortunately rsync feasible apparmor blocking automated logins php software script syncs eg sftp solution service,stability
save space packed personal files rar archive files encrypted file names password like    https iimgurcom  wimvnbpngi wanted keep contents within obscure renaming rar files removed file extension big mistake uploading google drive ive since deleted files pc save space heres rar file file extension removed looks like    https iimgurcom vngt zbpng ive uploaded lot rar files   gb worth downloaded one readded rar end file said archive either unknown format damaged shown    https iimgurcom nyssepng limited research told metadata signature start header end header file lost corrupted needs recovered rar files contents read modified file hex editor first  letters winrar window would least open got error messages    https iimgurcom ecmpmpngso dumb self tried countless methods repairing rar file inbuilt winrar repair feature using zip didnt work itd lifesaver anyone better experiences good rar archive file recovery software theyd recommend methods repair,stability
dont think fix compressed file gives error extracting try downloading file using another software google chrome  internet download manager  xtreme download manager  aria  works fine case right click file click compressed zipped folder windows prevent compatibility issues future use default program file format os comes screenshot compresssion   hr subgoogle chrome commonly known simply chrome crossplatform web browser developed google first released  microsoft windows later ported linux macos ios android browser also main component chrome os serves platform web apps sub subinternet download manager also called idm shareware download manager available microsoft windows operating system sub subxtreme download manager powerful tool increase download speed upto  save convert streaming videos youtube vimeo dailymotion google video thousands websites resume broken dead downloads schedule downloads sub subaria lightweight multiprotocol multisource cross platform download utility operated commandline supports http https ftp sftp bittorrent metalink sub  https wwwgooglecom chrome  https enwikipediaorg wiki internet download manager  https sourceforgenet projects xdman  https githubcom aria  sub  https istackimgurcom gjxojpg,stability
content appointment letters number employees printed a  page variables like name date joining post salary need suggestion regarding software takes input variables gives output print input form excel table hint,stability
trying make files vm unrecoverable ran ccleaner vm deleted everything inside deleted vm found onedrive deleted pc ran everything recycle bin bit defender shredder recovered files recuva twiceim wondering free program use make everything nonrecoverable want amount passes get mind long takes unsure number files delete im extremely worried timewhat would love get thoughts help whats good file shredder use recovery system test see files recovered thank much time hope wonderful rest day,stability
want plot time complexity graph rsa algorithm using php mysqlbut dont know plot realtime using php please help finding opensorce code tool libraries plot browser,stability
would like bash sh debugger tool cli gui shows variables use show line code execution allow breakpoints unix systemssome options tried without success bin bash x ddd dead doesnt work properly visualstudio windows shellcheck excellent tool check code debug,stability
try visual studio code  bash debug extension  visual studio code bash debug extension action   used twice yet cant say much well works ticks boxes shows used variables side pane highlights currently executed line supports breakpoints runs mac linux  https codevisualstudiocom  https marketplacevisualstudiocom itemsitemnamerogalmicbashdebug  https istackimgurcom  cqhjpng,stability
macos builtin application called digital colour meter https supportapplecom guide digitalcolormeter welcome mac installed default applications utilties folder enter image description   using find background color software recommendations menu bar rgb    enter image description   would conversion hexadecimal values yourselfsub course couldve found browsers developer tools get point sub  https istackimgurcom fooc png  https istackimgurcom lmkkpng,stability
need verify exact color app using specific element want color values rgb hexi make screenshot send pcbest would ios macos app online windows would work well,stability
want app generate list apps installed manner save file send email ive looked assortment two moment one freeware one open source list apps installed via standard add remove operations list apps installed system apps since vendors tend preinstall applications system apps problem tablet im currently configuring bundles google chrome default browser installs system app app listers dont see anyone recommend app lister includes system apps list,stability
subsequently got recommendation elsewhere app called apps https playgooglecom store apps detailsidcomspencerstudiosapplist need need generate list apps device go file processed elsewhere apps shares installed text editor save google drive nino filiu appreciate pointers keep future reference appbrain sharemyapp needed listmyapps didnt open include system files could find,stability
appbrain https playgooglecom store apps detailsidcomappspotswisscodemonkeysapps android app available playstore lets export list sharemyapp https playgooglecom store apps detailsidcombinarywalllabssendapp listmyapps https fdroidorg packages deonyxbitslistmyapps seems oriented techsavvy ones thereif youre running emulator pm list packages job also run via adb extract actual phone apps computers command line adb shell pm list packages installed packagestxt,stability
looking program compute interannotator agreement given set brat annotated files license price operating system finethe question asked stack overflow offtopic calculating inter annotator agreement brat annotated files https stackoverflowcom q    ,stability
many libraries perform task heres ones caught attention phpqrcode https githubcom chillerlan phpqrcode simple supports many optionsphpecho img src new qrcode render hello world qrcode https githubcom endroid qrcode samephpuse endroidqrcodeqrcode qrcode new qrcode life short generating qr codes header contenttype qrcodegetcontenttype echo qrcodewritestring phpqrcode http phpqrcodesourceforgenet open source library based libqrencodephpphp include qrlibphp outputs image directly browser png stream qrcodepng hello world,stability
tensorflow run playstation   googled much information addedthank,stability
designing loan origination system would allow users create loans draw repayment schedule loan depending loan product parameters many also able add penalty fees etc rescheduling loan possibility also need loan schedule fast reportingso question better create desktop system web software keep mind come poor country bad connection shortcomings,stability
many options heres save spoken hello world using different libraries using gtts https pypiorg project gtts googles texttospeech lib python import gtts tts ttsgtts hello world langen ttssave helloworldmp ttssave helloworldwav using sapi wrapper https githubcom deephorizons tts python import ttssapi voice ttssapisapi voicesay hello voiceset voice anna voicecreate recording outputwav wav file pyttsx https githubcom nateshmbhat pyttsx allows tts support saving output file yet developped https githubcom nateshmbhat pyttsx issues ,stability
want identify data values ordered sine waveform example attached picture idea ituntil worked features data like std rms etc identify waveformsnow looking feature functionality although opened ideas possible input       https istackimgurcom ztuzjpng,stability
definitely possible ms access standalone file mdb accdb like spreadsheet document file uploaded moved copied deleted etcyou probably know access compatible sqli know idea work exact thing several years ago except downloading new access file automated also whole thing ran,stability
reiterate one class simply broadcasts player input every class requires input check single likely redundant input check throughout entire project checks escape space etc wondering would work background like intensive many events subscribersthank help,stability
need way stream video file mp  avi audio using rtmp protocol android device essentially stream like youtube twitch video playing loop,stability
new spring boot trying learn coding website done hibernate validation web fill every field correctly every thing goes well leave example field null thymeleaf gives error page dont shows error fields html pagehere codepomxmlproject xmlnshttp mavenapacheorg pom xmlnsxsihttp wwwworg  xmlschemainstancexsischemalocationhttp mavenapacheorg pom  http mavenapacheorg xsd mavenxsdmodelversion modelversionparentgroupidorgspringframeworkboot groupidartifactidspringbootstarterparent artifactidversionrelease versionrelativepath lookup parent repository parentgroupiddentistryiliriani groupidartifactiddentistry artifactidversionsnapshot versionnamedentistry namedescriptiondemo project spring boot descriptiondependenciesdependencygroupidorgspringframeworkboot groupidartifactidspringbootstarterweb artifactid dependencydependencygroupidorgspringframeworkboot groupidartifactidspringbootstarterdatajpa artifactid dependencydependencygroupidorgspringframeworkboot groupidartifactidspringbootstarterthymeleaf artifactid dependencydependencygroupidorgthymeleaf groupidartifactidthymeleaf artifactidversionrelease version dependencydependencygroupidmysql groupidartifactidmysqlconnectorjava artifactidscoperuntime scope dependencydependencygroupidorgwebjars groupidartifactidbootstrap artifactidversion version dependencydependencygroupidorgwebjarsbower groupidartifactidjquery artifactidversion version dependencydependencygroupidorgwebjars groupidartifactidwebjarslocator artifactidversion version dependencydependencygroupidorghibernatevalidator groupidartifactidhibernatevalidator artifactid dependency https mvnrepositorycom artifact orgspringframeworksecurity springsecuritycore dependencygroupidorgspringframeworksecurity groupidartifactidspringsecuritycore artifactid versionrelease version dependencydependencygroupidorgspringframeworkboot groupidartifactidspringbootdevtools artifactid versionrelease version dependency dependenciespropertiesjavaversion javaversion properties projectentity classpackage dentistrymodel import javaxpersistencecolumn import javaxpersistenceentity import javaxpersistencegeneratedvalue import javaxpersistencegenerationtype import javaxpersistenceid import javaxvalidationconstraintsnotempty import javaxvalidationconstraintssize entitypublic class user id notempty column uniquetrue private string id notemptyprivate string name notempty size min private string pass private string role public user public user string id string name string pass string role super thisid id thisname name thispass pass thisrole role public string getid return id public void setid string id thisid id public string getname return name public void setname string name thisname name public string getpass return pass public void setpass string pass thispass pass public string getrole return role public void setrole string role thisrole role controllerpackage dentistrycontrollers import javaxvalidationvalid import orgspringframeworkbeansfactoryannotationautowired import orgspringframeworkstereotypecontroller import orgspringframeworkuimodel import orgspringframeworkvalidationbindingresult import orgspringframeworkwebbindannotationgetmapping import orgspringframeworkwebbindannotationpostmapping import orgspringframeworkwebservletconfigannotationwebmvcconfigurer import dentistryloginloginservice import dentistrymodeluser controllerpublic class registercontroller implements webmvcconfigurer autowiredloginservice loginservice getmapping register public string registerform model model modeladdattribute new user new user return newuser postmapping register public string registeruser valid user user bindingresult bindingresult model model bindingresulthaserrors return newuser loginserviceisuserpresent usergetid modeladdattribute exist true return newuser loginserviceadduser user return intro html pagedoctype htmlhtml xmlnsthhttp wwwthymeleaforgheadlink relstylesheet href static css flatly bootstrapmincssthhref css stylecss link relstylesheet typetext css mediaallhref static css flatly bootstrapmincssthhref css flatly bootstrapmincss script thsrc webjars jquery jqueryminjs scriptscript thsrc webjars bootstrap bootstrapminjs scripttitleregister title headbodydiv threplaceheaderheader divdiv layoutfragmentcontent classcontainer myspacediv classalert alertinfo thif exist p classtext textcenterky perdorues eshte regjistruar pare p divdiv classjumbotronhregister hbrform action# thaction register thobject new user methodpostdiv classformgrouplabel foridid label input typetext thfield id idid classformcontrol div classtext textdanger thif #fieldshaserrors id therrors id id errorr div divdiv classformgrouplabel fornamename label input typetextthfield name idname classformcontrol div classtext textdanger thif #fieldshaserrors name therrors name name error div divdiv classformgrouplabel forpasspass label input typepasswordthfield pass idpass classformcontrol div classtext textdanger thif #fieldshaserrors pass therrors password pass error div divdiv classformgrouplabel forrolerole label input typetextthfield role idrole classformcontrol div classtext textdanger thif #fieldshaserrors role therrors role role error div divinput typesubmit valuesubmit classbtnprimary form div divdiv threplacefooterfooter div body htmland error,stability
systemiofilenotfoundexception hresultx messagecould load file assembly systemnethttpwebrequest version cultureneutral publickeytokenbfffdaa system cannot find file specified sourcemicrosoftvisualstudioservicescommon stacktrace microsoftvisualstudioservicescommonvsshttpmessagehandlerctor vsscredentials credentials vsshttprequestsettings settings microsoftvisualstudioserviceswebapivssconnectionctor uri baseurl vsscredentials credentials getbuilddefinitionstepsprogramc  displayclass getbuildtypecountb  ,stability
earlier versions windows matrox cards millenium included feature driver certainly bug driver calvt driver coded reached edge physical screen driver panned virtual desktop across physical screen matrox cards known virtual desktop link two references featurehttps wwwmatroxcom graphics media pdf support manuals en instpdfthis link mac driver explains feature better pdf abovehttps wwwmatroxcom graphics media pdf support manuals en macpdfim afraid dont know configure later windows versions either however searching since think combined set vr glasses pan feature triggered move head left right could natural way pan around desktop wider display device,stability
well ended using library program clicks anyone interested list headless browsers https githubcom dhamaniasad headlessbrowserscase closed bangs hammer,stability
java based webpage uses jsp files need simulate browser following programatically fill forms login click buttons save files deal javascript compare data file optional read htmlthe thing using requests didnt seem work since generate jssessid javascript cookies something like phantomjs still developed would required idea thanks,stability
looking python gui library  not software i want create roleplay game text output entry field users give commands tkinter work purpose library purpose,stability
hello welcome communitygtk+ pyqt qt would popular options complete list please refer https wikipythonorg moin guiprogramming,stability
might want try opening rar file  zip archiver https www ziporg  zip extract rar files unlike winrar appears give sees problem  zip open archive extract whatever errors shown damaged files cant extractthese days use  zip standard archiver creates  z xz bzip gzip tar zip wim files extracts ar arj cab chm cpio cramfs dmg ext fat gpt hfs ihex iso lzh lzma mbr msi nsis ntfs qcow rar rpm squashfs udf uefi vdi vhd vmdk wim xar z zips compression good rars  zip engine ported linux os x android deal  z files device use,stability
looking android app  main features input resistor value manually typing via keyboard output resistor rings input resistor rings maually choosing colors list similar output resistor valuessupport ring resistors enough however  ring resistor support would nicesuch apps already exist unable find one fulfills secondary needs gratis adfree inapp purchases absence tons featuresi youth leader electronics tinker club ensure app recommend children youngsters safe usei need image recognition taking photo resistor support smd resistors,stability
maven project several submodules dependencies need run build parent pombecause lot unit tests build takes long time sometimes modifying single module need wait everything build run testsi idea using git diff ignore test unmodified submodules started python program get diff find modules changesbut require separate program run execute mvnso started thinking plugin mvn either extends dependency mavensurefireplugin possible change behavior another mvn plugini familiar developing mvn plugin wanted get feedback people experience find another solution,stability
developing company management system java would include shared mysql database wish access database online server cant get cloud providers google clouds oracle payment plan expensive provider better way solve problem rather one computer act server due security speed access issues want application learn machine access database,stability
asked question first codec capability needed video player play french tv stations vlc  namely playing tv stations french provider free received answer  saying main factor rtsp supporttherefore think proper place post question also partial purpose posting answer based linked question answeri interested linux mostly also windows mac video players capability  https superusercom q    https superusercom   ,stability
helou mounting virtual machine mac computer need install quickly iso windows install oficial win   profesional iso fast  gb ram i good im looking good iso work forms reports i mount oracle  g database thank,stability
best content management system used pc ios android,stability
need database mr multiple sclerosis images train deep learning algorithm could give link address ms database free download deep learning algorithm runs least    data need database high number patients,stability
want image editing python program thats asyncronised could run pil executor want make sure wasnt libs first thanks advance,stability
create web app searches places based activities like hiking skiing safariis  rd api search directly giving keywords maybe tags,stability
looking web platform codebase preferably one written php much following possible almost completely data driven isthe ui data architecture overall behavior set within sql database tables describe ui tables system fields etc including labels field types validation relationships etc  codebase saas eg system installed server  generally behavior aside profiles setting etc users create list products records instance recipes workout plan ie kind packaged product posted user users view transact buy subscribe etc wanting ecommerce system want use generic cms understand specific applications certain canned systems cmss might ideal solution right looking see system describe completely data driven flexible level flexibility course means lot work configuring setting vs coding ideas recommendationsstrongly prefer open source wanting cast wide netclarificationmy question little coding completely data driven means behavior appearance app dictated changing data case sql tables understand code ground use framework hire people code etc many alternatives right seeking datadriven solution alternatives though dont mind tweaks opensource codebase get system want completely data driven,stability
need create app published google play app store already made cross platform apps years ago xamarin code shared platforms faced difficulties would like avoidthe app make pretty simple shopping app tabs categories lists products descriptions basket payment integrated app notifications im mostly afraid ui partat time using vs   see   maybe issues solved update ios ui compatibility give example using listview display list elements variable height android result always fine completely messed ios ios export issues mac cant properly test build app published app store performance course cross developed apps arent fast native ones still requirement find best alternativeso xamarin improve points since   version look somewhere elsein researches found good alternatives flutter react native imply learning new language plus using new ide pretty familiar vs c# would take good arguments make change,stability
hoping find libraries could make possible embed stylus pen sketch pad web page hoping plugin well elaborated library functions could used construct sketch pad within webpage,stability
im looking app read aloud texts rss feed mac ios android able distinguish languages articles im reading english sometimes russian show images screen reading scrolling text reading able respond either voice commands stop play next etc least respond headphones buttons like pretty much music applications doand things dont expect find would absolutely awesome quick way read teasers headers articles till moment ill command read specific article read things suppose read urls code snippets etcthis pretty simple stuff build cant believe one developed good application currently pocket sort ux awful voice pretty bad,stability
anyone know tool etl suite bi suite enables safe secure data transfer one location another internet offsite database cloud approaches could deployed shelve product exists preferably databaseagnostic,stability
spent lot time looking python library following features couldnt find generate regular expressions specific alphabet generate strings based regular expressions convert regular language corresponding minimum dfa use dfa process strings return corresponding states,stability
followed https linuxhintcom installpgadminubuntu could get pgadmin interface browser installed pgadmin kubuntu could create new server ran following errorthere already thread https softwarerecsstackexchangecom questions  pgadminnotabletoconnectpostgresdatabse hold asked exception thread thread traceback recent call last file usr lib python threadingpy line    bootstrap inner selfrun file usr lib python threadingpy line  run self  target self  args self  kwargs file usr lib python socketserverpy line  process request thread selfhandle error request client address file usr lib python socketserverpy line  process request thread selffinish request request client address file usr lib python socketserverpy line  finish request selfrequesthandlerclass request client address self file usr lib python socketserverpy line    init   selfhandle file home niraj pgadmin pgadmin local lib python sitepackages werkzeug servingpy line  handle rv basehttprequesthandlerhandle self file usr lib python basehttpserverpy line  handle selfhandle one request file home niraj pgadmin pgadmin local lib python sitepackages werkzeug servingpy line  handle one request return selfrun wsgi file home niraj pgadmin pgadmin local lib python sitepackages werkzeug servingpy line  run wsgi execute selfserverapp file home niraj pgadmin pgadmin local lib python sitepackages werkzeug servingpy line  execute application iter app environ start response file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line    call   return selfwsgi app environ start response file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  wsgi app response selfmake response selfhandle exception e file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  handle exception reraise exc type exc value tb file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  wsgi app response selffull dispatch request file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  full dispatch request rv selfhandle user exception e file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  handle user exception reraise exc type exc value tb file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  full dispatch request rv selfdispatch request file home niraj pgadmin pgadmin local lib python sitepackages flask apppy line  dispatch request return selfview functions ruleendpoint reqview args file home niraj pgadmin pgadmin local lib python sitepackages flask viewspy line  view return selfdispatch request args kwargs file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin browser utilspy line  dispatch request return method args kwargs file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin browser utilspy line  children childrenextend moduleget nodes args kwargs file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin browser server groups servers   init  py line  get nodes in recovery wal paused recovery state conn managerversion file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin browser server groups servers   init  py line  recovery state status result connectionexecute dict recovery check sql file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin utils driver psycopg   init  py line  execute dict descto dict desc curordered description file home niraj pgadmin pgadmin lib python sitepackages pgadmin pgadmin utils driver psycopg cursorpy line  to dict ores ordereddict selforig col asdict attributeerror psycopgextensionscolumn object attribute  asdictplease help set attribute fix error,stability
youre trying get window text web browser generally window scrolls move little time could use arrow key instead mouse wheel usually scroll might take arrow key longer get bottom line text editing window starts scrollingare better ways inputting text website forms copy paste playing clipboard manager like clipman xfce https packagesdebianorg sid xfce clipman store lines text copied clipboard allowing activate keyboard shortcut select whatever line want paste preload stored clips editing cache xfce  clipman textsrc file starting clipman even peudofreeze clicking disable rightclick checkbox stop adding new copied items clipman example image   autokey https codegooglecom archive p autokey wikipedia https enwikipediaorg wiki autokey packagesdebianorg https packagesdebianorg sid autokeygtk might useful autokey desktop automation utility linux x allows manage collection scripts phrases assign abbreviations hotkeys allows execute script insert text demand whatever program using autokey features subset capabilities popular windowsbased autohotkey intended full replacement linuxbased implementation autohotkey see ironahk autokeys gui features number concepts features inspired windows program phraseexpress web browser might form autofill feature extension might autofill forms even better like autofill google chrome https chromegooglecom webstore detail autofill nlmmgnhgdeffjkdckmikfpnddkbbfkkkhlen form autofill steroids autofill extension serves one purpose fill form fields automatically page load without user interaction primary function much chrome builtin autofill feature doesnt work fields requires select dropdown menu even youre happy chromes autofill give extension try automation power fingertips  https istackimgurcom okaddpng,stability
recommend package facebook development dotnet work graph apii found microsoftaspnetmvcfacebook looks abandonedanother one facebookcsharpsdk outercurve people writing still fb v  api fb saying version turned yearany suggestionsthanks,stability
following code div idlike radio classbtngroup classbtn btnprimary btnsm active datatogglelike datatitleyyes classbtn btnprimary btnsm noactive datatogglelike datatitlenno div input typehidden namelike idlike valuemodelsetsc want button active dropdown change value meetplease help,stability
storing simple data boss keen using keyvalue pair database developer chose snappydb nosql database similar mongo couch redissnappydbhttps githubcom nhachicha snappydbwhy cant use shared preferences also key value pair database isnt itwhy would choose anything shared preferences simple key value storage would ever use external nosql databasenotei saving xml strings representing employee company many employees belong single company understand theres limit size android shared preferences beyond much space available storage even employee list grows    s shouldnt problem right,stability
cant use shared preferences also key value pair database isnt itbecause thats intended see https wwwjournaldevcom    androidsharedpreferencesexampletutorialfor decent tutorial usage database one specifically intended storing application preferences sounds like need general solution id likely use sqlite boss wants nosql solution snppydb looks suitable use,stability
must extension use firefox chrome set open pdfs external application scads windows pdf viewer apps displaying pdfs two pages landscape display common setting use open source sumatrapdf application https wwwsumatrapdfreaderorg freepdfreaderhtml gets nod also displays epub mobi xps djvu chm comic book cbz cbr files,stability
motivationi terminal window vs code frequent shell command type terminal command takes argument runtimei also would like either pick command command palette use speed key id like vs code prompt argument run command terminal window see outputi looked extensions terminal name didnt find one thing,stability
whats best way spin gcp instances github package automatically cloned installedim planning making image anyway conda virtual environment gcp computeoptimized tensorflow binary installedand would like able spin vm instances private github repo cloned installed would docker best option creating google cloud ml package thanks,stability
thats simple question need used create cds piece software would allow clients pop cd computer pull simple catalog files sorted three levels example might dog cat horses first level dogs may lab collie german shepard lab may chocolate labs yellow labs black labs seen catalog programs interactive clients dont want edit move files around convert something else arent able use old program anymore new program doesnt ability create cd flash drive gather information need way make nice interactive interface client thought someone might know piece software could use make interface thought html didnt know differing drives would cause issue reading information example drive might letter e someone else might j thought would cause problem please thoughts adamps pc mac,stability
looking program use writing academic research papers code r write latex prefer combine rnw file used rstudio past single program allows  writing executing r code console  writing formatting latex   easy interface sweave knitr currently problems rstudio interaction properly natbib citation packages would like move away rstudio know another comparable programtexmaker nice interface knitr compile latex documents r code chunks using knitr single click however incorporate direct access r console id preferdoes software exist rstudio capability,stability
creating laravel based website want feature users create geofence around point map page done reasearch seems adroid users create fences using geofencing api google anyone done something like idea thisthanks,stability
curious one existing cloud platform paas providers allow transferring ownership running instances accounts one use case would service provider running instance behalf client could transfer instance clients account client wants take management,stability
need help project stop climate changeif everything goes well lot activists pouring organization shortly rate much central planning selforganizein order prepare growth must show activists place organization plan creating empty organizational map diagram representing reality empty spots eu level city district levelthe diagram take form fractal tree root node eu level  child nodes intermediate level  child nodes turn country level eu  member states +  hangarounds   country divided five subdivision subdivided five reaching ever smaller geographical subdivisions end neighborhood level roughly  layers depending eu country geography leader set function officers set deputies total  people geography leader responsibility assigning geographys function officers well adding geography leaders subdivisions right geography map lag bit reality people gets assigned people stepped already work someone de facto position get asked consent added map volunteers able go map whenever need help find go person needto put technical terms need diagram software handle shit ton entities    million without lagging shareable editable  k people+i run shoestring budget cant expect lot technical competence leadersthe nodes needs configurable default names values since eu country different different languages set one central place updating nodes data needs shared leaders publicly visible instantly requires batch job thats fine well ive tested drawio sadly started lagging  layersany ideas,stability
showing  million entities single page entities editable going workyou need split levels instance one page per state small countryi would suggest using mediawiki organizational level edit information independently others lag everything works within  second accessible nontechnical people powerful localization important reorganization easyfree mediawiki hosting provided many hosts internetat point certainly want use categories instance one category per state extension create graphs categories https wwwmediawikiorg wiki extensiongraphical category browser enter image description    https istackimgurcom vxjzpng,stability
tensorflow deeplearning framework google available javascript https wwwtensorfloworg js many things done speech recognition one themthere good codelab https codelabsdevelopersgooglecom codelabs tensorflowjsaudiocodelab indexhtml# explaining build speech recognition tool js version tensorflow tool works firing recognizer  confident word matches known word easily tweaked directly getting confidence rates requested tutorial https wwwtensorfloworg tutorials sequences audio recognition deepdive programming speech recognition tool written python js python version tensorflow share lot api endpoints still useful pointer youre trying develop,stability
trying find speech recognition javascript api preferably offline set hardcoded words like play pause etc get probability word user said ie word play probability   ive used simmilar api programming kinect device would liketo use functionality javascript appive already done research suchlike apis thing ive found speech text service course compare text strings order probability word kinect way seemed correctthanks help,stability
trying develop web mobile app heavily relies upon linear algebra app primarily image processing trying find suitable package requirement python developer know numpy scipy used blas lapack fast computationis anything like numpy javascript currently prototyping reactjs eventually would move reactnativeps tried packages like numjs https githubcom numjs numjs ndarray https githubcom scijs ndarray vectorious https githubcom mateogianolio vectorious however sure provide sufficient speed reactnative,stability
youre image processing youre probably using opencv support https opencvorg platforms android since    ios since   reactnativeopencv https githubcom mape reactnativeopencv takes advantage crossplatform support propose react native bindings library tutorial https brainhubeu blog opencvreactnativeimageprocessing stepbystep explanation integrate opencv react nativebesides unfortunately really js lib optimized algebraic computation kgryte already wrote excellent answer https stackoverflowcom     stack overflow explaining wont duplicate information basically goes like arent really hard technical barrier lot people need efficient computations js arent lot library pushing dev requiring efficient computations languages vicious circlelets note rise popularity js google recently made renowned deep learning library tensorflow available js https wwwtensorfloworg js nodejs browser optimizations nothing precised docs mobile optimizations guess following reasons also valid explaining nonexistence computationoptimized react native libs mobile often viewed right place expensive computations low speed high battery usage mobile js used webview several layers js hardwware js js engine browser native layer slowing code mobile js transpiled native code react native transpilation often performed expense native api reduction speed optimizations slowing code app needs fast often directly written native code react nativein nutshell isnt js lib optimized computation react native besides ones precised would quite bad developer choice require fast computation usage react native choices available react native bindings libraries written native code like opencv,stability
beginner programming intel visual fortran visual studio permanent output window instead one vanishes pressing key use windows  ,stability
